,SYMBOL,NAME OF COMPANY,cm02JUL2024bhav.csv,cm01JUL2024bhav.csv
1833,VINDHYATEL,Vindhya Telelinks Limited,-1.3775358733300418,6.613069992192602
1834,VINEETLAB,Vineet Laboratories Limited,3.560318008987214,-1.2459464072367366
1835,VINNY,Vinny Overseas Limited,0.0,3.240740740740733
1836,VINYLINDIA,Vinyl Chemicals (India) Limited,-0.15799708313076746,1.5802469135802415
1837,VIPCLOTHNG,VIP Clothing Limited,-2.790929479192635,1.0831234256926943
1838,VIPIND,VIP Industries Limited,-1.4680037216995692,-0.2886300381404049
1839,VIPULLTD,Vipul Limited,5.000000000000014,1.8004000889086356
1840,VIRINCHI,Virinchi Limited,-0.40080160320641445,1.599767306573581
1841,VISAKAIND,Visaka Industries Limited,0.926006814012407,-1.3359765557662449
1842,VISASTEEL,Visa Steel Limited,,
1843,VISESHINFO,Visesh Infotecnics Limited,,
1844,VISHAL,Vishal Fabrics Limited,,
1845,VISHNU,Vishnu Chemicals Limited,-2.1716213367067283,0.9256303862113039
1846,VISHWARAJ,Vishwaraj Sugar Industries Limited,1.660735468564657,0.4767580452920041
1847,VIVIDHA,Visagar Polytex Limited,,
1848,VIVIMEDLAB,Vivimed Labs Limited,,
1849,VLSFINANCE,VLS Finance Limited,-0.825082508250825,3.536647872885708
1850,VMART,V-Mart Retail Limited,-3.1310598462052854,2.349136824815648
1851,VOLTAMP,Voltamp Transformers Limited,-1.0704787511637968,8.834675293989363
1852,VOLTAS,Voltas Limited,0.40159252207027557,-1.8985192229316699
1853,VRLLOG,VRL Logistics Limited,1.0280291714260652,0.9759559932570314
1854,VSSL,Vardhman Special Steels Limited,0.663537789286296,-1.1360000000000037
1855,VSTIND,VST Industries Limited,-0.32894334592855734,2.3402205063386186
1856,VSTTILLERS,V.S.T Tillers Tractors Limited,0.06863748570053257,-0.47220124881649633
1857,VTL,Vardhman Textiles Limited,-1.4554707379134815,2.25853455453789
1858,WABAG,VA Tech Wabag Limited,0.23390930355392262,3.4663127488484555
1859,WALCHANNAG,Walchandnagar Industries Limited,4.998381091144566,4.997450280469157
1860,WANBURY,Wanbury Limited,0.556800000000003,0.6635742816647348
1861,WATERBASE,Waterbase Limited,,
1862,WEALTH,Wealth First Portfolio Managers Limited,-1.2782142411772042,1.3780025284450035
1863,WEBELSOLAR,Websol Energy System Limited,,
1864,WEIZMANIND,Weizmann Limited,,
1865,WEL,Wonder Electricals Limited,,
1866,WELCORP,Welspun Corp Limited,1.978159684926594,1.7393679992714814
1867,WELENT,Welspun Enterprises Limited,-1.2418438223531958,5.777579873093631
1868,WELINV,Welspun Investments and Commercials Limited,-2.4777558082056435,1.3908031574990631
1869,WELSPUNIND,Welspun India Limited,,
1870,WENDT,Wendt (India) Limited,2.1424123980870875,-1.9551001361570495
1871,WESTLIFE,WESTLIFE FOODWORLD LIMITED,0.21177467174925876,-1.5957130098243497
1872,WEWIN,WE WIN LIMITED,,
1873,WHEELS,Wheels India Limited,8.071450196790792,4.162724692526018
1874,WHIRLPOOL,Whirlpool of India Limited,-0.7996934082779812,-2.069207095854075
1875,WILLAMAGOR,Williamson Magor & Company Limited,-1.845991561181442,0.42372881355933184
1876,WINDLAS,Windlas Biotech Limited,0.4007607662002353,2.570891102905322
1877,WINDMACHIN,Windsor Machines Limited,4.995788245966422,4.993536975304445
1878,WIPL,The Western India Plywoods Limited,-1.4364014364014372,-3.583793962218311
1879,WIPRO,Wipro Limited,2.057457096804783,2.427891618918131
1880,WOCKPHARMA,Wockhardt Limited,2.2090059473237096,19.99708709583454
1881,WONDERLA,Wonderla Holidays Limited,-0.15924441271758077,-0.37746170678337476
1882,WORTH,Worth Peripherals Limited,1.7188755020080326,2.9776674937965213
1883,WSI,W S Industries (I) Limited,-1.0253674727358877,17.75544388609715
1884,WSTCSTPAPR,West Coast Paper Mills Limited,7.713619130941979,2.373488580385129
1885,XCHANGING,Xchanging Solutions Limited,1.5300459806564077,5.072886297376096
1886,XELPMOC,Xelpmoc Design And Tech Limited,,
1887,XPROINDIA,Xpro India Limited,0.42394266680124476,-0.4521704180064309
1888,YAARI,Yaari Digital Integrated Services Limited,,
1889,YESBANK,Yes Bank Limited,-0.8728179551122083,1.561840439003788
1890,YUKEN,Yuken India Limited,-5.237957650555152,-2.1289488567504353
1891,ZEEL,Zee Entertainment Enterprises Limited,0.17655136336884966,0.7510376177613907
1892,ZEELEARN,Zee Learn Limited,,
1893,ZEEMEDIA,Zee Media Corporation Limited,-0.4758667573079557,-1.1424731182795693
1894,ZENITHEXPO,Zenith Exports Limited,,
1895,ZENITHSTL,Zenith Steel Pipes & Industries Limited,4.9489395129615,4.946413849958777
1896,ZENSARTECH,Zensar Technologies Limited,-0.470229816544151,1.0169264735398438
1897,ZENTEC,Zen Technologies Limited,0.7284280677283013,9.820858686864396
1898,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,-0.03966704667905838,2.9390014918462835
1899,ZIMLAB,Zim Laboratories Limited,-0.7279093338247546,-2.0929183581416266
1900,ZODIAC,Zodiac Energy Limited,,
1901,ZODIACLOTH,Zodiac Clothing Company Limited,,
1902,ZOMATO,Zomato Limited,2.5101730646663745,1.7002393298763445
1903,ZOTA,Zota Health Care LImited,2.163355408388521,0.02649708532061072
1904,ZUARI,Zuari Agro Chemicals Limited,-1.6192906802780862,1.6868763703073881
1905,ZUARIIND,ZUARI INDUSTRIES LIMITED,-0.15016894005757045,0.5410166079516946
1906,ZYDUSLIFE,Zydus Lifesciences Limited,0.6839688934694983,-0.6192094604031929
1907,ZYDUSWELL,Zydus Wellness Limited,2.848262372390884,4.482082866741319
